Name,title,abstract
"SOLOMON, Marjorie",A diffusion-weighted imaging tract-based spatial statistics study of autism spectrum disorder in preschool-aged children,"BackgroundThe core symptoms of autism spectrum disorder (ASD) are widely theorized to result from altered brain connectivity. Diffusion-weighted magnetic resonance imaging (DWI) has been a versatile method for investigating underlying microstructural properties of white matter (WM) in ASD. Despite phenotypic and etiological heterogeneity, DWI studies in majority male samples of older children, adolescents, and adults with ASD have largely reported findings of decreased fractional anisotropy (FA) across several commissural, projection, and association fiber tracts. However, studies in preschool-aged children (i.e., <â€‰30-40â€‰months) suggest individuals with ASD have increased measures of WM FA earlier in development.MethodsWe analyzed 127 individuals with ASD (85â™‚, 42â™€) and 54 typically developing (TD) controls (42â™‚, 26â™€), aged 25.1-49.6â€‰months. Voxel-wise effects of ASD diagnosis, sex, age, and their interaction on DWI measures of FA, mean diffusivity (MD), radial diffusivity (RD), and axial diffusivity (AD) were investigated using tract-based spatial statistics (TBSS) while controlling mean absolute and relative motion.ResultsCompared to TD controls, males and females with ASD had significantly increased measures of FA in eight clusters (threshold-free cluster enhancement p < 0.05) that incorporated several WM tracts including regions of the genu, body, and splenium of the corpus callosum, inferior frontal-occipital fasciculi, inferior and superior longitudinal fasciculi, middle and superior cerebellar peduncles, and corticospinal tract. A diagnosis by sex interaction was observed in measures of AD across six significant clusters incorporating areas of the body, genu, and splenium of the corpus collosum. In these tracts, females with ASD showed increased AD compared to TD females, while males with ASD showed decreased AD compared to TD males.ConclusionsThe current findings support growing evidence that preschool-aged children with ASD have atypical measures of WM microstructure that appear to differ in directionality from alterations observed in older individuals with the condition. To our knowledge, this study represents the largest sample of preschool-aged females with ASD to be evaluated using DWI. Microstructural differences associated with ASD largely overlapped between sexes. However, differential relationships of AD measures indicate that sex likely modulates ASD neuroanatomical phenotypes. Further longitudinal study is needed to confirm and quantify the developmental relationship of WM structure in ASD."
"SHEN, Cuihua",Connecting activities on Social Network Sites and life satisfaction: A comparison of older and younger users,
"SCHNEIDER, Andrea",Developmental aspects of FXAND in a man with the FMR1 premutation,"BackgroundFragile X mental retardation 1 (FMR1) premutation can cause developmental problems including autism spectrum disorder (ASD), social anxiety, depression, and attention deficit hyperactivity disorder (ADHD). These problems fall under an umbrella term of Fragile X-associated Neuropsychiatric Disorders (FXAND) and is separate from Fragile X-associated Tremor/Ataxia syndrome (FXTAS), a neurodegenerative disorder.Methods/clinical caseA 26-year-old Caucasian male with the Fragile X premutation who presented with multiple behavior and emotional problems including depression and anxiety at 10&nbsp;years of age. He was evaluated at 13, 18, and 26&nbsp;years old with age-appropriate cognitive assessments, psychiatric evaluations, and an MRI of the brain.ResultsThe Autism Diagnostic Observation Scale (ADOS) was done at 13&nbsp;years old and showed the patient has autism spectrum disorder (ASD). An evaluation at 18&nbsp;years old showed a full-scale IQ of 64. A Kiddie Schedule for Affective Disorders and Schizophrenia (K-SADS) performed at 26&nbsp;years old confirmed the previous impression of social anxiety disorder, agoraphobia disorder, and selective mutism. His MRI acquired at 26&nbsp;years old showed enlarged ventricles, increased frontal subarachnoid spaces, and hypergyrification.ConclusionThis is an exemplary case of an FMR1 premutation carrier with significant psychiatric and cognitive issues that demonstrates Fragile X-associated Neuropsychiatric Disorders (FXAND) as separate from the other well-known premutation disorders."
"YU, Hai",A Bacterial Î²1â€“3-Galactosyltransferase Enables Multigram-Scale Synthesis of Human Milk Lactoâ€‘Nâ€‘tetraose (LNT) and Its Fucosides,"Î²1-3-Linked galactosides such as GalÎ²1â€’3GlcNAcÎ²OR are common carbohydrate motifs found in human milk oligosaccharides (HMOSs), glycolipids, and glycoproteins. Efficient and scalable enzymatic syntheses of these structures have proven challenging due to the lack of access to a highly active Î²1â€’3-galactosyltransferase (Î²3GalT) in large amounts. Previously reported E. coli Î²3GalT (EcWbgO) has been identified as a limiting factor for producing a Î²1-3-galactose-terminated human milk oligosaccharide lacto-N-tetraose (LNT) by fermentation. Here we report the identification of an EcWbgO homolog from C. violaceum (CvÎ²3GalT) which showed a high efficiency in catalyzing the formation of LNT from lacto-N-triose (LNT II). With the highly active CvÎ²3GalT, multigram-scale (>10 gram) synthesis of LNT from lactose was achieved using a sequential one-pot multienzyme (OPME) glycosylation process. The access to CvÎ²3GalT enabled enzymatic synthesis of several fucosylated HMOSs with or without further sialylation including LNFP II, S-LNF II, LNDFH I, LNFP V, and DiFuc-LNT. Among these, LNFP V and DiFuc-LNT would not be accessible by enzymatic synthesis if an active Î²3GalT were not available."
"CARTER, Cameron S",Delay discounting abnormalities are seen in first-episode schizophrenia but not in bipolar disorder,"Delay discounting (DD) is the phenomenon of individuals discounting future rewards as a function of time. It has been studied extensively in chronic schizophrenia (SZ) and the results of these studies have been variable. Comorbidity in chronic samples could be one reason for the mixed findings and studies in first-episode (FE) samples are surprisingly lacking. Bipolar disorder (BP) which shares some genetic and symptom features with SZ could serve as an interesting comparison group for DD but has been underexplored. Here we present the first study that combines FE SZ, FE BP with psychotic features, as well as healthy controls and study DD with two versions of the task. We found that SZ showed steeper discounting than HC and BP on the well-validated Kirby DD task. SZ showed no difference than HC on a separate DD task with smaller rewards presented with decimal places and shorter delays. As a preliminary finding, DD was found to be positively related to positive symptoms in FE SZ, while no relationship was found between negative symptoms and DD. In addition, we found comparable DD in BP compared to HC. Ultimately, our data may help elucidate the psychopathology in SZ and BP during intertemporal decision making."
"SLUPSKY, Carolyn M","Longitudinal Transcriptomic, Proteomic, and Metabolomic Analyses of Citrus sinensis (L.) Osbeck Graft-Inoculated with â€œCandidatus Liberibacter asiaticusâ€",
"BARILE, Daniela","Chemical Composition, Plant Genetic Differences, Antimicrobial and Antifungal Activity Investigation of the Essential Oil of Rosmarinus officinalis L.",
"GLASER, Nicole",214-OR: Effects of Fluid Rehydration Strategy on Correction of Acidosis and Electrolyte Abnormalities in Children with Diabetic Ketoacidosis,
"ROSE, John S",Serious Altitude Illness at the South Pole.,
"YOO, Sung-Joo B",Solid-State MWIR Beam Steering Using Optical Phased Array on Germanium-Silicon Photonic Platform,
"KIAII, Bob B",A Chance-Constrained Programming Approach to Preoperative Planning of Robotic Cardiac Surgery Under Task-Level Uncertainty,
"KIAII, Bob B",A Semi-Infinite Programming Approach to Preoperative Planning of Robotic Cardiac Surgery Under Geometric Uncertainty,
